Rank,Country/Territory,Name,Date,Points Accumulated
20,TPE,Lin Chun-Yi,2023-06-06,"27,800"
21,INA,Chico Aura Dwi Wardoyo,2023-06-06,"27,550"
22,IND,Kidambi Srikanth,2023-06-06,"26,540"
23,CHN,Lu Guang Zu,2023-06-06,"24,810"
24,SGP,Loh Kean Yew,2023-06-06,"24,220"
25,CAN,Brian Yang,2023-06-06,"23,680"
26,DEN,Rasmus Gemke,2023-06-06,"23,390"
27,IRL,Nhat Nguyen,2023-06-06,"21,640"
28,TPE,Wang Tzu Wei,2023-06-06,"20,320"
29,THA,Kantaphon Wangcharoen,2023-06-06,"19,610"
30,DEN,Magnus Johannesen,2023-06-06,"18,990"
31,CHN,Zhao Jun Peng,2023-06-06,"18,340"
32,TPE,Chia Hao Lee,2023-06-06,"17,150"
33,FRA,Christo Popov,2023-06-06,"17,010"
34,INA,Christian Adinata,2023-06-06,"16,890"
35,JPN,Koki Watanabe,2023-06-06,"16,780"
36,THA,Sitthikom Thammasin,2023-06-06,"16,340"
37,IND,Priyanshu Rajawat,2023-06-06,"16,180"
38,MAS,Cheam June Wei,2023-06-06,"15,830"
39,JPN,Kento Momota,2023-06-06,"15,000"
40,IND,Kiran George,2023-06-06,"14,310"
41,DEN,Hans-Kristian Solberg Vittinghus,2023-06-06,"13,960"
42,INA,Shesar Hiren Rhustavito,2023-06-06,"13,930"
43,MAS,Liew Daren,2023-06-06,"13,800"
44,IND,Mithun Manjunath,2023-06-06,"13,590"
45,ISR,Misha Zilberman,2023-06-06,"12,160"
46,IND,Sai Praneeth B.,2023-06-06,"11,370"
47,MAS,Leong Jun Hao,2023-06-06,"10,810"
48,TPE,Chi Yu Jen,2023-06-06,"10,680"
49,ESP,Luís Enrique Peñalver,2023-06-06,"9,710"
50,DEN,Mads Christophersen,2023-06-06,"8,420"
51,IND,Sameer Verma,2023-06-06,"8,310"
52,DEN,Victor Svendsen,2023-06-06,"7,560"
53,FRA,Alex Lanier,2023-06-06,"6,180"
54,CZE,Jan Louda,2023-06-06,"6,090"
55,KOR,Jeon Hyeok Jin,2023-06-06,"5,850"
56,MAS,Soong Joo Ven,2023-06-06,"5,760"
57,CHN,Sun Fei Xiang,2023-06-06,"5,500"
58,CHN,Lei Lan Xi,2023-06-06,"5,410"
59,HKG,Chan Yin Chak,2023-06-06,"4,860"
60,CHN,Sun Chao,2023-06-06,"4,680"
61,NED,Mark Caljouw,2023-06-06,"4,220"
62,MAS,Sholeh Aidil,2023-06-06,"3,870"
63,TPE,Liao Jhuo-Fu,2023-06-06,"3,850"
63,MAS,Hoh Justin,2023-06-06,"3,850"
65,BRA,Ygor Coelho,2023-06-06,"3,770"
66,TPE,Su Li Yang,2023-06-06,"3,690"
67,IND,Meiraba Luwang Maisnam,2023-06-06,"3,580"
68,FRA,Brice Leverdez,2023-06-06,"3,340"
69,GER,Kai Schaefer,2023-06-06,"3,250"
70,CHN,Liu Hai Chao,2023-06-06,"3,030"
70,CHN,Gao Zheng Ze,2023-06-06,"3,030"
70,CHN,Liu Liang,2023-06-06,"3,030"
73,FRA,Arnaud Merkle,2023-06-06,"2,750"
73,KOR,Heo Kwang Hee,2023-06-06,"2,750"
75,IND,S.Sankar Muthusamy Subramanian,2023-06-06,"2,630"
76,AZE,Ade Resky Dwicahyo,2023-06-06,"2,500"
77,NED,Joran Kweekel,2023-06-06,"2,330"
78,SWE,Felix Burestedt,2023-06-06,"2,310"
79,CHN,Liu Ze Qing,2023-06-06,"2,110"
79,HKG,Jason Gunawan,2023-06-06,"2,110"
79,CHN,Zhu Xuan Chen,2023-06-06,"2,110"
79,JPN,Takuma Kawamoto,2023-06-06,"2,110"
79,CHN,Dong Tian Yao,2023-06-06,"2,110"
84,INA,Tommy Sugiarto,2023-06-06,"2,100"
85,BRA,Jonathan Matias,2023-06-06,"1,990"
86,MAS,Yeoh Seng Zoe,2023-06-06,"1,970"
87,MAS,Lee Shun Yang,2023-06-06,"1,720"
88,GUA,Kevin Cordon,2023-06-06,"1,670"
88,JPN,Riku Hatano,2023-06-06,"1,670"
90,IND,Kartikey Gulshan Kumar,2023-06-06,"1,370"
91,BEL,Julien Carraggi,2023-06-06,"1,300"
92,IND,Chirag Sen,2023-06-06,"1,290"
92,THA,Korakrit Laotrakul,2023-06-06,"1,290"
92,JPN,Yu Igarashi,2023-06-06,"1,290"
92,MAS,Ong Ken Yon,2023-06-06,"1,290"
92,NZL,Ricky Cheng,2023-06-06,"1,290"
92,AZE,Dicky Dwi Pangestu,2023-06-06,"1,290"
98,TPE,Lu Chia Hung,2023-06-06,"1,170"
99,GER,Samuel Hsiao,2023-06-06,980
99,SGP,Jia Heng Jason Teh,2023-06-06,980
1,JPN,Kenta Nishimoto,2023-05-30,"40,150"
2,CHN,Li Shi Feng,2023-05-30,"39,390"
3,HKG,Ng Ka Long Angus,2023-05-30,"33,070"
4,CHN,Shi Yu Qi,2023-05-30,"32,180"
5,DEN,Viktor Axelsen,2023-05-30,"31,050"
6,MAS,Lee Zii Jia,2023-05-30,"30,570"
7,DEN,Anders Antonsen,2023-05-30,"30,440"
8,THA,Kunlavut Vitidsarn,2023-05-30,"29,470"
9,JPN,Kanta Tsuneyama,2023-05-30,"29,030"
10,JPN,Kodai Naraoka,2023-05-30,"28,390"
11,INA,Jonatan Christie,2023-05-30,"28,300"
12,IND,Prannoy H. S.,2023-05-30,"28,230"
13,INA,Anthony Sinisuka Ginting,2023-05-30,"28,100"
14,MAS,Ng Tze Yong,2023-05-30,"27,580"
15,HKG,Lee Cheuk Yiu,2023-05-30,"25,700"
16,CHN,Weng Hong Yang,2023-05-30,"25,620"
17,TPE,Lin Chun-Yi,2023-05-30,"25,580"
18,FRA,Toma Junior Popov,2023-05-30,"25,470"
19,IND,Kidambi Srikanth,2023-05-30,"24,320"
20,TPE,Chou Tien Chen,2023-05-30,"24,240"
21,SGP,Loh Kean Yew,2023-05-30,"24,220"
22,IND,Lakshya Sen,2023-05-30,"24,100"
23,INA,Chico Aura Dwi Wardoyo,2023-05-30,"23,950"
24,CAN,Brian Yang,2023-05-30,"21,460"
25,DEN,Rasmus Gemke,2023-05-30,"21,170"
26,CHN,Lu Guang Zu,2023-05-30,"19,770"
27,IRL,Nhat Nguyen,2023-05-30,"19,420"
28,CHN,Zhao Jun Peng,2023-05-30,"18,340"
29,TPE,Wang Tzu Wei,2023-05-30,"18,100"
30,INA,Christian Adinata,2023-05-30,"16,890"
31,JPN,Koki Watanabe,2023-05-30,"16,780"
32,THA,Kantaphon Wangcharoen,2023-05-30,"16,010"
33,DEN,Magnus Johannesen,2023-05-30,"15,390"
34,JPN,Kento Momota,2023-05-30,"15,000"
35,TPE,Chia Hao Lee,2023-05-30,"14,930"
36,THA,Sitthikom Thammasin,2023-05-30,"14,120"
37,DEN,Hans-Kristian Solberg Vittinghus,2023-05-30,"13,960"
37,IND,Priyanshu Rajawat,2023-05-30,"13,960"
39,INA,Shesar Hiren Rhustavito,2023-05-30,"13,930"
40,MAS,Liew Daren,2023-05-30,"13,800"
41,MAS,Cheam June Wei,2023-05-30,"13,610"
42,FRA,Christo Popov,2023-05-30,"13,410"
43,IND,Mithun Manjunath,2023-05-30,"11,370"
44,ISR,Misha Zilberman,2023-05-30,"9,940"
45,TPE,Chi Yu Jen,2023-05-30,"9,800"
46,IND,Kiran George,2023-05-30,"9,270"
47,IND,Sai Praneeth B.,2023-05-30,"9,150"
48,DEN,Mads Christophersen,2023-05-30,"8,420"
49,DEN,Victor Svendsen,2023-05-30,"7,560"
50,ESP,Luís Enrique Peñalver,2023-05-30,"7,490"
51,FRA,Alex Lanier,2023-05-30,"6,180"
52,IND,Sameer Verma,2023-05-30,"6,090"
52,CZE,Jan Louda,2023-05-30,"6,090"
54,MAS,Leong Jun Hao,2023-05-30,"5,770"
55,MAS,Soong Joo Ven,2023-05-30,"5,760"
56,CHN,Sun Fei Xiang,2023-05-30,"5,500"
57,CHN,Lei Lan Xi,2023-05-30,"5,410"
58,KOR,Jeon Hyeok Jin,2023-05-30,"4,970"
59,HKG,Chan Yin Chak,2023-05-30,"4,860"
60,CHN,Sun Chao,2023-05-30,"4,680"
61,NED,Mark Caljouw,2023-05-30,"4,220"
62,TPE,Liao Jhuo-Fu,2023-05-30,"3,850"
62,MAS,Hoh Justin,2023-05-30,"3,850"
64,BRA,Ygor Coelho,2023-05-30,"3,770"
65,TPE,Su Li Yang,2023-05-30,"3,690"
66,IND,Meiraba Luwang Maisnam,2023-05-30,"3,410"
67,FRA,Brice Leverdez,2023-05-30,"3,340"
68,GER,Kai Schaefer,2023-05-30,"3,080"
69,CHN,Liu Hai Chao,2023-05-30,"3,030"
69,CHN,Gao Zheng Ze,2023-05-30,"3,030"
69,CHN,Liu Liang,2023-05-30,"3,030"
72,MAS,Sholeh Aidil,2023-05-30,"2,990"
73,FRA,Arnaud Merkle,2023-05-30,"2,750"
73,KOR,Heo Kwang Hee,2023-05-30,"2,750"
75,AZE,Ade Resky Dwicahyo,2023-05-30,"2,500"
76,NED,Joran Kweekel,2023-05-30,"2,330"
77,SWE,Felix Burestedt,2023-05-30,"2,310"
78,IND,S.Sankar Muthusamy Subramanian,2023-05-30,"2,200"
79,CHN,Liu Ze Qing,2023-05-30,"2,110"
79,HKG,Jason Gunawan,2023-05-30,"2,110"
79,CHN,Zhu Xuan Chen,2023-05-30,"2,110"
79,JPN,Takuma Kawamoto,2023-05-30,"2,110"
79,CHN,Dong Tian Yao,2023-05-30,"2,110"
84,INA,Tommy Sugiarto,2023-05-30,"2,100"
85,BRA,Jonathan Matias,2023-05-30,"1,990"
86,GUA,Kevin Cordon,2023-05-30,"1,670"
86,JPN,Riku Hatano,2023-05-30,"1,670"
88,BEL,Julien Carraggi,2023-05-30,"1,300"
89,IND,Chirag Sen,2023-05-30,"1,290"
89,THA,Korakrit Laotrakul,2023-05-30,"1,290"
89,JPN,Yu Igarashi,2023-05-30,"1,290"
89,MAS,Lee Shun Yang,2023-05-30,"1,290"
89,MAS,Ong Ken Yon,2023-05-30,"1,290"
89,NZL,Ricky Cheng,2023-05-30,"1,290"
89,AZE,Dicky Dwi Pangestu,2023-05-30,"1,290"
96,IND,Kartikey Gulshan Kumar,2023-05-30,"1,200"
97,TPE,Lu Chia Hung,2023-05-30,"1,170"
98,MAS,Yeoh Seng Zoe,2023-05-30,"1,090"
99,GER,Samuel Hsiao,2023-05-30,980
99,SGP,Jia Heng Jason Teh,2023-05-30,980
1,CHN,Li Shi Feng,2023-04-04,"35,790"
2,JPN,Kenta Nishimoto,2023-04-04,"32,360"
3,CHN,Shi Yu Qi,2023-04-04,"32,180"
4,DEN,Viktor Axelsen,2023-04-04,"31,050"
5,DEN,Anders Antonsen,2023-04-04,"28,770"
6,HKG,Ng Ka Long Angus,2023-04-04,"28,030"
7,MAS,Lee Zii Jia,2023-04-04,"26,970"
8,THA,Kunlavut Vitidsarn,2023-04-04,"25,870"
9,MAS,Ng Tze Yong,2023-04-04,"25,360"
10,JPN,Kanta Tsuneyama,2023-04-04,"25,140"
11,INA,Jonatan Christie,2023-04-04,"24,700"
12,INA,Anthony Sinisuka Ginting,2023-04-04,"24,500"
13,HKG,Lee Cheuk Yiu,2023-04-04,"23,480"
14,JPN,Kodai Naraoka,2023-04-04,"23,350"
15,TPE,Chou Tien Chen,2023-04-04,"22,020"
16,SGP,Loh Kean Yew,2023-04-04,"22,000"
17,INA,Chico Aura Dwi Wardoyo,2023-04-04,"21,730"
18,FRA,Toma Junior Popov,2023-04-04,"21,580"
19,CAN,Brian Yang,2023-04-04,"21,460"
20,IND,Lakshya Sen,2023-04-04,"20,500"
21,IND,Kidambi Srikanth,2023-04-04,"19,280"
22,IND,Prannoy H. S.,2023-04-04,"19,030"
23,CHN,Zhao Jun Peng,2023-04-04,"18,340"
24,CHN,Weng Hong Yang,2023-04-04,"17,820"
25,CHN,Lu Guang Zu,2023-04-04,"17,550"
26,TPE,Lin Chun-Yi,2023-04-04,"17,490"
27,DEN,Rasmus Gemke,2023-04-04,"15,900"
28,TPE,Wang Tzu Wei,2023-04-04,"15,880"
29,JPN,Koki Watanabe,2023-04-04,"14,030"
30,DEN,Hans-Kristian Solberg Vittinghus,2023-04-04,"13,960"
31,INA,Shesar Hiren Rhustavito,2023-04-04,"13,930"
32,MAS,Liew Daren,2023-04-04,"13,800"
33,THA,Kantaphon Wangcharoen,2023-04-04,"13,790"
34,JPN,Kento Momota,2023-04-04,"12,780"
35,IRL,Nhat Nguyen,2023-04-04,"12,300"
36,MAS,Cheam June Wei,2023-04-04,"11,060"
37,TPE,Chia Hao Lee,2023-04-04,"11,040"
38,THA,Sitthikom Thammasin,2023-04-04,"10,230"
39,FRA,Christo Popov,2023-04-04,"9,780"
40,IND,Mithun Manjunath,2023-04-04,"8,190"
41,INA,Christian Adinata,2023-04-04,"7,720"
42,IND,Kiran George,2023-04-04,"7,600"
43,IND,Sai Praneeth B.,2023-04-04,"7,480"
44,IND,Priyanshu Rajawat,2023-04-04,"6,960"
45,ISR,Misha Zilberman,2023-04-04,"6,090"
46,DEN,Victor Svendsen,2023-04-04,"5,890"
47,DEN,Magnus Johannesen,2023-04-04,"5,840"
48,DEN,Mads Christophersen,2023-04-04,"5,670"
49,CHN,Sun Fei Xiang,2023-04-04,"5,500"
50,HKG,Chan Yin Chak,2023-04-04,"4,860"
51,ESP,Luís Enrique Peñalver,2023-04-04,"4,740"
52,CHN,Sun Chao,2023-04-04,"4,680"
53,IND,Sameer Verma,2023-04-04,"4,420"
54,NED,Mark Caljouw,2023-04-04,"4,220"
55,TPE,Liao Jhuo-Fu,2023-04-04,"3,850"
55,MAS,Hoh Justin,2023-04-04,"3,850"
57,BRA,Ygor Coelho,2023-04-04,"3,770"
58,TPE,Chi Yu Jen,2023-04-04,"3,730"
59,TPE,Su Li Yang,2023-04-04,"3,690"
60,MAS,Soong Joo Ven,2023-04-04,"3,660"
61,CZE,Jan Louda,2023-04-04,"3,340"
62,IND,Meiraba Luwang Maisnam,2023-04-04,"3,090"
63,CHN,Liu Hai Chao,2023-04-04,"3,030"
63,CHN,Gao Zheng Ze,2023-04-04,"3,030"
63,CHN,Liu Liang,2023-04-04,"3,030"
66,KOR,Jeon Hyeok Jin,2023-04-04,"2,750"
66,FRA,Arnaud Merkle,2023-04-04,"2,750"
66,KOR,Heo Kwang Hee,2023-04-04,"2,750"
69,FRA,Alex Lanier,2023-04-04,"2,330"
70,AZE,Ade Resky Dwicahyo,2023-04-04,"2,180"
71,MAS,Sholeh Aidil,2023-04-04,"2,110"
71,CHN,Liu Ze Qing,2023-04-04,"2,110"
71,HKG,Jason Gunawan,2023-04-04,"2,110"
71,CHN,Zhu Xuan Chen,2023-04-04,"2,110"
71,JPN,Takuma Kawamoto,2023-04-04,"2,110"
71,CHN,Dong Tian Yao,2023-04-04,"2,110"
77,INA,Tommy Sugiarto,2023-04-04,"2,100"
78,FRA,Brice Leverdez,2023-04-04,"1,670"
78,GUA,Kevin Cordon,2023-04-04,"1,670"
78,NED,Joran Kweekel,2023-04-04,"1,670"
78,JPN,Riku Hatano,2023-04-04,"1,670"
78,BRA,Jonathan Matias,2023-04-04,"1,670"
83,MAS,Leong Jun Hao,2023-04-04,"1,490"
84,IND,Chirag Sen,2023-04-04,"1,290"
84,THA,Korakrit Laotrakul,2023-04-04,"1,290"
84,JPN,Yu Igarashi,2023-04-04,"1,290"
84,MAS,Lee Shun Yang,2023-04-04,"1,290"
84,MAS,Ong Ken Yon,2023-04-04,"1,290"
84,NZL,Ricky Cheng,2023-04-04,"1,290"
84,AZE,Dicky Dwi Pangestu,2023-04-04,"1,290"
91,IND,Kartikey Gulshan Kumar,2023-04-04,"1,200"
92,TPE,Lu Chia Hung,2023-04-04,"1,170"
93,MAS,Yeoh Seng Zoe,2023-04-04,"1,090"
94,GER,Kai Schaefer,2023-04-04,980
94,BEL,Julien Carraggi,2023-04-04,980
96,USA,Enrico Asuncion,2023-04-04,830
96,IND,Sathish Kumar Karunakaran,2023-04-04,830
96,ESA,Uriel Francisco Canjura Artiga,2023-04-04,830
99,GER,Samuel Hsiao,2023-04-04,660
99,ALG,Adel Hamek,2023-04-04,660
1,HKG,Ng Ka Long Angus,2023-03-14,"25,030"
2,CHN,Li Shi Feng,2023-03-14,"22,120"
3,INA,Jonatan Christie,2023-03-14,"21,700"
4,DEN,Viktor Axelsen,2023-03-14,"21,350"
5,THA,Kunlavut Vitidsarn,2023-03-14,"21,070"
6,JPN,Kenta Nishimoto,2023-03-14,"20,560"
7,CHN,Shi Yu Qi,2023-03-14,"20,310"
8,SGP,Loh Kean Yew,2023-03-14,"19,000"
9,INA,Anthony Sinisuka Ginting,2023-03-14,"17,900"
10,JPN,Kodai Naraoka,2023-03-14,"16,750"
11,HKG,Lee Cheuk Yiu,2023-03-14,"16,630"
12,JPN,Kanta Tsuneyama,2023-03-14,"16,190"
13,DEN,Anders Antonsen,2023-03-14,"15,470"
14,INA,Chico Aura Dwi Wardoyo,2023-03-14,"15,260"
15,CAN,Brian Yang,2023-03-14,"15,120"
16,MAS,Ng Tze Yong,2023-03-14,"14,910"
17,CHN,Lu Guang Zu,2023-03-14,"14,550"
18,IND,Lakshya Sen,2023-03-14,"14,030"
19,MAS,Lee Zii Jia,2023-03-14,"13,670"
20,TPE,Chou Tien Chen,2023-03-14,"13,070"
20,TPE,Lin Chun-Yi,2023-03-14,"13,070"
22,DEN,Hans-Kristian Solberg Vittinghus,2023-03-14,"12,290"
23,CHN,Zhao Jun Peng,2023-03-14,"11,870"
24,IND,Prannoy H. S.,2023-03-14,"11,480"
25,FRA,Toma Junior Popov,2023-03-14,"10,930"
26,THA,Kantaphon Wangcharoen,2023-03-14,"10,790"
27,JPN,Kento Momota,2023-03-14,"9,780"
28,CHN,Weng Hong Yang,2023-03-14,"9,550"
29,TPE,Wang Tzu Wei,2023-03-14,"9,540"
30,INA,Shesar Hiren Rhustavito,2023-03-14,"9,260"
31,MAS,Liew Daren,2023-03-14,"9,130"
32,DEN,Rasmus Gemke,2023-03-14,"9,050"
33,IND,Kidambi Srikanth,2023-03-14,"7,880"
33,IRL,Nhat Nguyen,2023-03-14,"7,880"
35,MAS,Cheam June Wei,2023-03-14,"6,640"
36,TPE,Chia Hao Lee,2023-03-14,"5,520"
37,INA,Christian Adinata,2023-03-14,"4,970"
38,IND,Sai Praneeth B.,2023-03-14,"4,730"
39,NED,Mark Caljouw,2023-03-14,"4,220"
39,DEN,Victor Svendsen,2023-03-14,"4,220"
41,THA,Sitthikom Thammasin,2023-03-14,"3,890"
41,IND,Priyanshu Rajawat,2023-03-14,"3,890"
43,IND,Mithun Manjunath,2023-03-14,"3,770"
44,DEN,Mads Christophersen,2023-03-14,"3,340"
44,ISR,Misha Zilberman,2023-03-14,"3,340"
46,JPN,Koki Watanabe,2023-03-14,"3,180"
46,FRA,Christo Popov,2023-03-14,"3,180"
46,IND,Kiran George,2023-03-14,"3,180"
49,KOR,Jeon Hyeok Jin,2023-03-14,"2,750"
49,ESP,Luís Enrique Peñalver,2023-03-14,"2,750"
49,KOR,Heo Kwang Hee,2023-03-14,"2,750"
49,HKG,Chan Yin Chak,2023-03-14,"2,750"
53,INA,Tommy Sugiarto,2023-03-14,"2,100"
53,BRA,Ygor Coelho,2023-03-14,"2,100"
55,DEN,Magnus Johannesen,2023-03-14,"1,990"
56,MAS,Soong Joo Ven,2023-03-14,"1,670"
56,IND,Sameer Verma,2023-03-14,"1,670"
56,AZE,Ade Resky Dwicahyo,2023-03-14,"1,670"
56,CZE,Jan Louda,2023-03-14,"1,670"
56,FRA,Alex Lanier,2023-03-14,"1,670"
56,JPN,Riku Hatano,2023-03-14,"1,670"
62,IND,Kartikey Gulshan Kumar,2023-03-14,"1,200"
63,MAS,Yeoh Seng Zoe,2023-03-14,"1,090"
64,BEL,Julien Carraggi,2023-03-14,980
65,GER,Kai Schaefer,2023-03-14,660
65,GER,Samuel Hsiao,2023-03-14,660
65,TPE,Chi Yu Jen,2023-03-14,660
65,TPE,Lu Chia Hung,2023-03-14,660
65,TPE,Su Li Yang,2023-03-14,660
65,IND,S.Sankar Muthusamy Subramanian,2023-03-14,660
71,INA,Ikhsan Leonardo Imanuel Rumbay,2023-03-14,430
72,IND,Sathish Kumar Karunakaran,2023-03-14,320
72,SGP,Jia Wei Joel Koh,2023-03-14,320
72,SUI,Tobias Kuenzi,2023-03-14,320
72,SWE,Felix Burestedt,2023-03-14,320
72,USA,Enrico Asuncion,2023-03-14,320
72,ENG,Raymond Webster,2023-03-14,320
72,GER,Max Weisskirchen,2023-03-14,320
72,SVK,Milan Dratva,2023-03-14,320
72,FIN,Kalle Koljonen,2023-03-14,320
72,MAS,Leong Jun Hao,2023-03-14,320
1,INA,Jonatan Christie,2023-01-31,"21,700"
2,DEN,Viktor Axelsen,2023-01-31,"21,350"
3,THA,Kunlavut Vitidsarn,2023-01-31,"19,400"
4,INA,Anthony Sinisuka Ginting,2023-01-31,"17,900"
5,SGP,Loh Kean Yew,2023-01-31,"16,250"
6,INA,Chico Aura Dwi Wardoyo,2023-01-31,"15,260"
7,JPN,Kodai Naraoka,2023-01-31,"15,080"
8,CHN,Shi Yu Qi,2023-01-31,"13,740"
9,JPN,Kanta Tsuneyama,2023-01-31,"13,440"
10,TPE,Chou Tien Chen,2023-01-31,"13,070"
11,JPN,Kenta Nishimoto,2023-01-31,"12,860"
12,DEN,Anders Antonsen,2023-01-31,"12,720"
13,IND,Lakshya Sen,2023-01-31,"12,360"
14,HKG,Ng Ka Long Angus,2023-01-31,"12,080"
15,IND,Prannoy H. S.,2023-01-31,"11,480"
16,CHN,Li Shi Feng,2023-01-31,"11,270"
17,MAS,Ng Tze Yong,2023-01-31,"11,060"
18,MAS,Lee Zii Jia,2023-01-31,"10,920"
19,CHN,Lu Guang Zu,2023-01-31,"10,700"
19,CAN,Brian Yang,2023-01-31,"10,700"
21,DEN,Hans-Kristian Solberg Vittinghus,2023-01-31,"9,540"
21,TPE,Wang Tzu Wei,2023-01-31,"9,540"
23,INA,Shesar Hiren Rhustavito,2023-01-31,"9,260"
23,FRA,Toma Junior Popov,2023-01-31,"9,260"
25,CHN,Zhao Jun Peng,2023-01-31,"9,120"
25,THA,Kantaphon Wangcharoen,2023-01-31,"9,120"
27,DEN,Rasmus Gemke,2023-01-31,"9,050"
28,HKG,Lee Cheuk Yiu,2023-01-31,"7,880"
28,IND,Kidambi Srikanth,2023-01-31,"7,880"
28,IRL,Nhat Nguyen,2023-01-31,"7,880"
28,CHN,Weng Hong Yang,2023-01-31,"7,880"
32,MAS,Liew Daren,2023-01-31,"7,460"
33,JPN,Kento Momota,2023-01-31,"4,880"
34,IND,Priyanshu Rajawat,2023-01-31,"2,220"
34,INA,Christian Adinata,2023-01-31,"2,220"
34,TPE,Lin Chun-Yi,2023-01-31,"2,220"
34,MAS,Cheam June Wei,2023-01-31,"2,220"
34,THA,Sitthikom Thammasin,2023-01-31,"2,220"
39,IND,Sai Praneeth B.,2023-01-31,880
39,IND,Kartikey Gulshan Kumar,2023-01-31,880
39,NED,Mark Caljouw,2023-01-31,880
39,DEN,Victor Svendsen,2023-01-31,880
43,INA,Tommy Sugiarto,2023-01-31,430
43,BRA,Ygor Coelho,2023-01-31,430
43,IND,Mithun Manjunath,2023-01-31,430
43,JPN,Koki Watanabe,2023-01-31,430
43,MAS,Yeoh Seng Zoe,2023-01-31,430
43,FRA,Christo Popov,2023-01-31,430
43,INA,Ikhsan Leonardo Imanuel Rumbay,2023-01-31,430
43,IND,Kiran George,2023-01-31,430
1,CHN,Li Shi Feng,2023-03-21,"34,120"
2,CHN,Shi Yu Qi,2023-03-21,"30,510"
3,HKG,Ng Ka Long Angus,2023-03-21,"28,030"
4,DEN,Viktor Axelsen,2023-03-21,"26,150"
5,THA,Kunlavut Vitidsarn,2023-03-21,"25,870"
6,JPN,Kenta Nishimoto,2023-03-21,"25,360"
7,INA,Jonatan Christie,2023-03-21,"24,700"
8,INA,Anthony Sinisuka Ginting,2023-03-21,"24,500"
9,DEN,Anders Antonsen,2023-03-21,"23,870"
10,JPN,Kodai Naraoka,2023-03-21,"23,350"
11,MAS,Lee Zii Jia,2023-03-21,"22,070"
12,SGP,Loh Kean Yew,2023-03-21,"22,000"
13,MAS,Ng Tze Yong,2023-03-21,"21,510"
14,INA,Chico Aura Dwi Wardoyo,2023-03-21,"20,060"
15,HKG,Lee Cheuk Yiu,2023-03-21,"19,630"
16,JPN,Kanta Tsuneyama,2023-03-21,"19,190"
17,IND,Lakshya Sen,2023-03-21,"18,830"
18,CAN,Brian Yang,2023-03-21,"18,120"
19,CHN,Lu Guang Zu,2023-03-21,"17,550"
20,CHN,Zhao Jun Peng,2023-03-21,"16,670"
21,IND,Prannoy H. S.,2023-03-21,"16,280"
22,CHN,Weng Hong Yang,2023-03-21,"16,150"
23,TPE,Chou Tien Chen,2023-03-21,"16,070"
24,FRA,Toma Junior Popov,2023-03-21,"13,930"
25,THA,Kantaphon Wangcharoen,2023-03-21,"13,790"
26,TPE,Lin Chun-Yi,2023-03-21,"13,070"
27,JPN,Kento Momota,2023-03-21,"12,780"
28,IND,Kidambi Srikanth,2023-03-21,"12,680"
29,TPE,Wang Tzu Wei,2023-03-21,"12,540"
30,DEN,Hans-Kristian Solberg Vittinghus,2023-03-21,"12,290"
31,INA,Shesar Hiren Rhustavito,2023-03-21,"12,260"
32,MAS,Liew Daren,2023-03-21,"12,130"
33,DEN,Rasmus Gemke,2023-03-21,"12,050"
34,IRL,Nhat Nguyen,2023-03-21,"7,880"
35,THA,Sitthikom Thammasin,2023-03-21,"6,890"
36,MAS,Cheam June Wei,2023-03-21,"6,640"
37,TPE,Chia Hao Lee,2023-03-21,"5,520"
38,INA,Christian Adinata,2023-03-21,"4,970"
39,IND,Sai Praneeth B.,2023-03-21,"4,730"
40,DEN,Victor Svendsen,2023-03-21,"4,220"
40,NED,Mark Caljouw,2023-03-21,"4,220"
42,IND,Priyanshu Rajawat,2023-03-21,"3,890"
43,IND,Mithun Manjunath,2023-03-21,"3,770"
44,ISR,Misha Zilberman,2023-03-21,"3,340"
44,DEN,Mads Christophersen,2023-03-21,"3,340"
46,JPN,Koki Watanabe,2023-03-21,"3,180"
46,FRA,Christo Popov,2023-03-21,"3,180"
46,IND,Kiran George,2023-03-21,"3,180"
49,ESP,Luís Enrique Peñalver,2023-03-21,"2,750"
49,HKG,Chan Yin Chak,2023-03-21,"2,750"
49,KOR,Heo Kwang Hee,2023-03-21,"2,750"
49,KOR,Jeon Hyeok Jin,2023-03-21,"2,750"
53,INA,Tommy Sugiarto,2023-03-21,"2,100"
53,BRA,Ygor Coelho,2023-03-21,"2,100"
55,DEN,Magnus Johannesen,2023-03-21,"1,990"
56,JPN,Riku Hatano,2023-03-21,"1,670"
56,FRA,Alex Lanier,2023-03-21,"1,670"
56,CZE,Jan Louda,2023-03-21,"1,670"
56,IND,Sameer Verma,2023-03-21,"1,670"
56,MAS,Soong Joo Ven,2023-03-21,"1,670"
56,AZE,Ade Resky Dwicahyo,2023-03-21,"1,670"
62,IND,Kartikey Gulshan Kumar,2023-03-21,"1,200"
63,MAS,Yeoh Seng Zoe,2023-03-21,"1,090"
64,BEL,Julien Carraggi,2023-03-21,980
65,IND,S.Sankar Muthusamy Subramanian,2023-03-21,660
65,TPE,Su Li Yang,2023-03-21,660
65,TPE,Lu Chia Hung,2023-03-21,660
65,TPE,Chi Yu Jen,2023-03-21,660
65,GER,Samuel Hsiao,2023-03-21,660
65,GER,Kai Schaefer,2023-03-21,660
71,INA,Ikhsan Leonardo Imanuel Rumbay,2023-03-21,430
72,MAS,Leong Jun Hao,2023-03-21,320
